municipality,office_id,seat,person_name,current_status,source_url,retrieved_on,notes
Sherborn,sherborn-ma/sawin-academy-trustee,3,Georgia Bruggeman,verified-current,https://www.sherbornma.org/DocumentCenter/View/4094/2025-Annual-Town-Report,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sherborn,sherborn-ma/sawin-academy-trustee,4,William Scott Embree,verified-current,https://www.sherbornma.org/DocumentCenter/View/4094/2025-Annual-Town-Report,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sherborn,sherborn-ma/sawin-academy-trustee,5,Elizabeth Hoffman,verified-current,https://www.sherbornma.org/DocumentCenter/View/4094/2025-Annual-Town-Report,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sherborn,sherborn-ma/library-trustee,1,Francis Orlando,verified-current,https://www.sherbornma.org/496/Library-Trustees,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sherborn,sherborn-ma/library-trustee,2,Susanne Girgenti,verified-current,https://www.sherbornma.org/496/Library-Trustees,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sherborn,sherborn-ma/library-trustee,3,Courtney Williams,verified-current,https://www.sherbornma.org/496/Library-Trustees,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sherborn,sherborn-ma/library-trustee,4,Christopher Kenney,verified-current,https://www.sherbornma.org/496/Library-Trustees,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sherborn,sherborn-ma/library-trustee,5,Susan Foley Lepard,verified-current,https://www.sherbornma.org/496/Library-Trustees,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sherborn,sherborn-ma/library-trustee,6,Mary McKenna,verified-current,https://www.sherbornma.org/496/Library-Trustees,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sherborn,sherborn-ma/library-trustee,7,Brian Connolly,verified-current,https://www.sherbornma.org/496/Library-Trustees,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sherborn,sherborn-ma/library-trustee,8,Seth Malloy,verified-current,https://www.sherbornma.org/496/Library-Trustees,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sherborn,sherborn-ma/library-trustee,9,Thomas Van Langen,verified-current,https://www.sherbornma.org/496/Library-Trustees,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sherborn,sherborn-ma/water-commissioner,1,Meredith Wesolowski,verified-current,https://www.sherbornma.org/DocumentCenter/View/4094/2025-Annual-Town-Report,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sherborn,sherborn-ma/water-commissioner,2,Frank Hess,verified-current,https://www.sherbornma.org/DocumentCenter/View/4094/2025-Annual-Town-Report,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sherborn,sherborn-ma/water-commissioner,3,Taylor Rycroft,verified-current,https://www.sherbornma.org/DocumentCenter/View/4094/2025-Annual-Town-Report,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sherborn,sherborn-ma/cemetery-commissioner,1,Eugene Ham,verified-current,https://www.sherbornma.org/DocumentCenter/View/4094/2025-Annual-Town-Report,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sherborn,sherborn-ma/cemetery-commissioner,2,Robert D'Eramo,verified-current,https://www.sherbornma.org/DocumentCenter/View/4094/2025-Annual-Town-Report,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sherborn,sherborn-ma/cemetery-commissioner,3,Chuckie Blaney,verified-current,https://www.sherbornma.org/DocumentCenter/View/4094/2025-Annual-Town-Report,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sherborn,sherborn-ma/planning-board-member,1,James Guarino,verified-current,https://www.sherbornma.org/328/Planning-Board,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sherborn,sherborn-ma/planning-board-member,2,Stefani Harrison,verified-current,https://www.sherbornma.org/328/Planning-Board,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sherborn,sherborn-ma/planning-board-member,3,Robert Wolff,verified-current,https://www.sherbornma.org/328/Planning-Board,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sherborn,sherborn-ma/planning-board-member,4,Brett Piercy,verified-current,https://www.sherbornma.org/328/Planning-Board,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sherborn,sherborn-ma/planning-board-member,5,Christopher Browne,verified-current,https://www.sherbornma.org/328/Planning-Board,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sherborn,sherborn-ma/dover-sherborn-regional-school-committee-member,1,Angela Johnson,verified-current,https://www.sherbornma.org/DocumentCenter/View/4094/2025-Annual-Town-Report,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sherborn,sherborn-ma/dover-sherborn-regional-school-committee-member,2,Toa Ashk,verified-current,https://www.sherbornma.org/DocumentCenter/View/4094/2025-Annual-Town-Report,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sherborn,sherborn-ma/dover-sherborn-regional-school-committee-member,3,Maria Lowder,verified-current,https://www.sherbornma.org/DocumentCenter/View/4094/2025-Annual-Town-Report,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sherborn,sherborn-ma/dover-sherborn-regional-school-committee-member,4,,unresolved-current-holder,https://www.sherbornma.org/DocumentCenter/View/4094/2025-Annual-Town-Report,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sherborn,sherborn-ma/board-of-health-member,1,Daryl Beardsley,verified-current,https://sherbornma.org/176/Board-of-Health,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sherborn,sherborn-ma/board-of-health-member,2,Julie Dreyfus,verified-current,https://sherbornma.org/176/Board-of-Health,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sherborn,sherborn-ma/board-of-health-member,3,Steven Constantine,verified-current,https://sherbornma.org/176/Board-of-Health,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sherborn,sherborn-ma/board-of-health-member,4,Rebecca Hunnewell,verified-current,https://sherbornma.org/176/Board-of-Health,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sherborn,sherborn-ma/board-of-health-member,5,Bose Kochupurakkal,verified-current,https://sherbornma.org/176/Board-of-Health,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sherborn,sherborn-ma/recreation-commissioner,1,Patrick Bresnehan,verified-current,https://www.sherbornma.org/DocumentCenter/View/4094/2025-Annual-Town-Report,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sherborn,sherborn-ma/recreation-commissioner,2,James Drews II,verified-current,https://www.sherbornma.org/DocumentCenter/View/4094/2025-Annual-Town-Report,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sherborn,sherborn-ma/recreation-commissioner,3,Edward McGuire,verified-current,https://www.sherbornma.org/DocumentCenter/View/4094/2025-Annual-Town-Report,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Sherborn,sherborn-ma/recreation-commissioner,4,,unresolved-current-holder,https://www.sherbornma.org/DocumentCenter/View/4094/2025-Annual-Town-Report,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Shirley,shirley-ma/board-of-assessors-member,1,April Iannacone,verified-current,https://www.shirley-ma.gov/DocumentCenter/View/1343/2025-2026-Elected-Town-Officials-PDF,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Shirley,shirley-ma/board-of-assessors-member,2,Jonathan T. Roark,verified-current,https://www.shirley-ma.gov/DocumentCenter/View/1343/2025-2026-Elected-Town-Officials-PDF,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Shirley,shirley-ma/board-of-assessors-member,3,Robert Prescott,verified-current,https://www.shirley-ma.gov/DocumentCenter/View/1343/2025-2026-Elected-Town-Officials-PDF,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Shirley,shirley-ma/board-of-health-member,1,Daniel Taylor III,verified-current,https://www.shirley-ma.gov/DocumentCenter/View/1343/2025-2026-Elected-Town-Officials-PDF,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Shirley,shirley-ma/board-of-health-member,2,Linda M. Sargent,verified-current,https://www.shirley-ma.gov/DocumentCenter/View/1343/2025-2026-Elected-Town-Officials-PDF,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Shirley,shirley-ma/board-of-health-member,3,Peter E. Chausse,verified-current,https://www.shirley-ma.gov/DocumentCenter/View/1343/2025-2026-Elected-Town-Officials-PDF,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Shirley,shirley-ma/constable,1,,unresolved-current-holder,https://shirley-ma.gov/DocumentCenter/View/2380/2026-05-05-Annual-Town-Election-Results,2026-08-25,The 2026 constable contest did not yield a safely attributable current winner in the reviewed official result; one seat remains unresolved.
Shirley,shirley-ma/constable,2,Patricia Krauchune,verified-current,https://shirley-ma.gov/DocumentCenter/View/2380/2026-05-05-Annual-Town-Election-Results,2026-08-25,The 2026 constable contest did not yield a safely attributable current winner in the reviewed official result; one seat remains unresolved.
Shirley,shirley-ma/constable,3,Keith Keady,verified-current,https://shirley-ma.gov/DocumentCenter/View/2380/2026-05-05-Annual-Town-Election-Results,2026-08-25,The 2026 constable contest did not yield a safely attributable current winner in the reviewed official result; one seat remains unresolved.
Shirley,shirley-ma/library-trustee,1,Judy Stanislaw,verified-current,https://www.shirley-ma.gov/DocumentCenter/View/1343/2025-2026-Elected-Town-Officials-PDF,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Shirley,shirley-ma/library-trustee,2,Elizabeth West,verified-current,https://www.shirley-ma.gov/DocumentCenter/View/1343/2025-2026-Elected-Town-Officials-PDF,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Shirley,shirley-ma/library-trustee,3,Julia O'Keefe,verified-current,https://www.shirley-ma.gov/DocumentCenter/View/1343/2025-2026-Elected-Town-Officials-PDF,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Shirley,shirley-ma/library-trustee,4,Jayne Garrett,verified-current,https://www.shirley-ma.gov/DocumentCenter/View/1343/2025-2026-Elected-Town-Officials-PDF,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Shirley,shirley-ma/library-trustee,5,Doris Barreiro,verified-current,https://www.shirley-ma.gov/DocumentCenter/View/1343/2025-2026-Elected-Town-Officials-PDF,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Shirley,shirley-ma/library-trustee,6,Elizabeth Quinty,verified-current,https://www.shirley-ma.gov/DocumentCenter/View/1343/2025-2026-Elected-Town-Officials-PDF,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Shirley,shirley-ma/moderator,1,Leonardo Guercio,verified-current,https://www.shirley-ma.gov/DocumentCenter/View/1343/2025-2026-Elected-Town-Officials-PDF,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Shirley,shirley-ma/planning-board-member,1,Sarah Widing,verified-current,https://www.shirley-ma.gov/DocumentCenter/View/1343/2025-2026-Elected-Town-Officials-PDF,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Shirley,shirley-ma/planning-board-member,2,William Oelfke,verified-current,https://www.shirley-ma.gov/DocumentCenter/View/1343/2025-2026-Elected-Town-Officials-PDF,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Shirley,shirley-ma/planning-board-member,3,Mark Jones,verified-current,https://www.shirley-ma.gov/DocumentCenter/View/1343/2025-2026-Elected-Town-Officials-PDF,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Shirley,shirley-ma/planning-board-member,4,Janet Tice,verified-current,https://www.shirley-ma.gov/DocumentCenter/View/1343/2025-2026-Elected-Town-Officials-PDF,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Shirley,shirley-ma/planning-board-member,5,Asa Losurdo,verified-current,https://www.shirley-ma.gov/DocumentCenter/View/1343/2025-2026-Elected-Town-Officials-PDF,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Shirley,shirley-ma/planning-board-associate-member,1,Bonnie Lawrence,verified-current,https://www.shirley-ma.gov/DocumentCenter/View/1343/2025-2026-Elected-Town-Officials-PDF,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Shirley,shirley-ma/recreation-commissioner,1,Jonathan DeForge,verified-current,https://www.shirley-ma.gov/DocumentCenter/View/1343/2025-2026-Elected-Town-Officials-PDF,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Shirley,shirley-ma/recreation-commissioner,2,Linda Cournoyer,verified-current,https://www.shirley-ma.gov/DocumentCenter/View/1343/2025-2026-Elected-Town-Officials-PDF,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Shirley,shirley-ma/recreation-commissioner,3,Matthew Thomas,verified-current,https://www.shirley-ma.gov/DocumentCenter/View/1343/2025-2026-Elected-Town-Officials-PDF,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Shirley,shirley-ma/recreation-commissioner,4,Katie Aponte,verified-current,https://www.shirley-ma.gov/DocumentCenter/View/1343/2025-2026-Elected-Town-Officials-PDF,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Shirley,shirley-ma/recreation-commissioner,5,H. Keith Begun,verified-current,https://www.shirley-ma.gov/DocumentCenter/View/1343/2025-2026-Elected-Town-Officials-PDF,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Shirley,shirley-ma/ayer-shirley-regional-school-committee-member,1,Joyce Reischutz,verified-current,https://www.shirley-ma.gov/DocumentCenter/View/1343/2025-2026-Elected-Town-Officials-PDF,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Shirley,shirley-ma/ayer-shirley-regional-school-committee-member,2,Christopher Rupprecht,verified-current,https://www.shirley-ma.gov/DocumentCenter/View/1343/2025-2026-Elected-Town-Officials-PDF,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Shirley,shirley-ma/ayer-shirley-regional-school-committee-member,3,James Quinty,verified-current,https://www.shirley-ma.gov/DocumentCenter/View/1343/2025-2026-Elected-Town-Officials-PDF,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Shirley,shirley-ma/select-board-member,1,Debra Flagg,verified-current,https://www.shirley-ma.gov/DocumentCenter/View/1343/2025-2026-Elected-Town-Officials-PDF,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Shirley,shirley-ma/select-board-member,2,Brian Hildebrant,verified-current,https://www.shirley-ma.gov/DocumentCenter/View/1343/2025-2026-Elected-Town-Officials-PDF,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Shirley,shirley-ma/select-board-member,3,Andree Lourdes Jean-Jacques,verified-current,https://www.shirley-ma.gov/DocumentCenter/View/1343/2025-2026-Elected-Town-Officials-PDF,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Shirley,shirley-ma/sewer-commissioner,1,Paul Wilson,verified-current,https://shirley-ma.gov/434/Sewer-Commission,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Shirley,shirley-ma/sewer-commissioner,2,Dave Swain,verified-current,https://shirley-ma.gov/434/Sewer-Commission,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Shirley,shirley-ma/town-clerk,1,William Oelfke,verified-current,https://www.shirley-ma.gov/DocumentCenter/View/1343/2025-2026-Elected-Town-Officials-PDF,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Shirley,shirley-ma/war-memorial-trustee,1,Matthew Callahan,verified-current,https://www.shirley-ma.gov/DocumentCenter/View/1343/2025-2026-Elected-Town-Officials-PDF,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Shirley,shirley-ma/war-memorial-trustee,2,Aron Griffin,verified-current,https://www.shirley-ma.gov/DocumentCenter/View/1343/2025-2026-Elected-Town-Officials-PDF,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Shirley,shirley-ma/war-memorial-trustee,3,Karen Blood,verified-current,https://www.shirley-ma.gov/DocumentCenter/View/1343/2025-2026-Elected-Town-Officials-PDF,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Shirley,shirley-ma/war-memorial-trustee,4,Tristum Darby,verified-current,https://www.shirley-ma.gov/DocumentCenter/View/1343/2025-2026-Elected-Town-Officials-PDF,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Shirley,shirley-ma/war-memorial-trustee,5,Scott Bulger,verified-current,https://www.shirley-ma.gov/DocumentCenter/View/1343/2025-2026-Elected-Town-Officials-PDF,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Shrewsbury,shrewsbury-ma/moderator,1,James F. Kane,verified-current,https://www.shrewsburyma.gov/380/Town-Moderator,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Shrewsbury,shrewsbury-ma/select-board-member,1,Theresa H. Flynn,verified-current,https://shrewsburyma.gov/SelectBoard,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Shrewsbury,shrewsbury-ma/select-board-member,2,Carlos A. Garcia,verified-current,https://shrewsburyma.gov/SelectBoard,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Shrewsbury,shrewsbury-ma/select-board-member,3,Michelle K. Conlin,verified-current,https://shrewsburyma.gov/SelectBoard,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Shrewsbury,shrewsbury-ma/select-board-member,4,Gregg Richards,verified-current,https://shrewsburyma.gov/SelectBoard,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Shrewsbury,shrewsbury-ma/select-board-member,5,Anand Sharma,verified-current,https://shrewsburyma.gov/SelectBoard,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Shrewsbury,shrewsbury-ma/school-committee-member,1,Erin Boucher,verified-current,https://schools.shrewsburyma.gov/sc/people,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Shrewsbury,shrewsbury-ma/school-committee-member,2,Rachel Sharifipour,verified-current,https://schools.shrewsburyma.gov/sc/people,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Shrewsbury,shrewsbury-ma/school-committee-member,3,Jon Wensky,verified-current,https://schools.shrewsburyma.gov/sc/people,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Shrewsbury,shrewsbury-ma/school-committee-member,4,Nicole Torres,verified-current,https://schools.shrewsburyma.gov/sc/people,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Shrewsbury,shrewsbury-ma/school-committee-member,5,Rajesh Velagapudi,verified-current,https://schools.shrewsburyma.gov/sc/people,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Shrewsbury,shrewsbury-ma/library-trustee,1,Elizabeth Powers,verified-current,https://www.shrewsburyma.gov/385/Board-of-Library-Trustees,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Shrewsbury,shrewsbury-ma/library-trustee,2,April Jones Prince,verified-current,https://www.shrewsburyma.gov/385/Board-of-Library-Trustees,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Shrewsbury,shrewsbury-ma/library-trustee,3,Barbara Trudel,verified-current,https://www.shrewsburyma.gov/385/Board-of-Library-Trustees,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Shrewsbury,shrewsbury-ma/library-trustee,4,Deborah Lebeaux,verified-current,https://www.shrewsburyma.gov/385/Board-of-Library-Trustees,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Shrewsbury,shrewsbury-ma/library-trustee,5,Clare O'Connor,verified-current,https://www.shrewsburyma.gov/385/Board-of-Library-Trustees,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Shrewsbury,shrewsbury-ma/library-trustee,6,Poornima Tekumalla,verified-current,https://www.shrewsburyma.gov/385/Board-of-Library-Trustees,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Shrewsbury,shrewsbury-ma/library-trustee,7,Noor Ali,verified-current,https://www.shrewsburyma.gov/385/Board-of-Library-Trustees,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Shrewsbury,shrewsbury-ma/library-trustee,8,Louise Garone,verified-current,https://www.shrewsburyma.gov/385/Board-of-Library-Trustees,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Shrewsbury,shrewsbury-ma/library-trustee,9,Kathleen Thompson,verified-current,https://www.shrewsburyma.gov/385/Board-of-Library-Trustees,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Shrewsbury,shrewsbury-ma/housing-authority-member,1,Kathy Curran McSweeney,verified-current,https://www.shrewsburyma.gov/251/Housing-Authority,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Shrewsbury,shrewsbury-ma/housing-authority-member,2,Paul Campaniello,verified-current,https://www.shrewsburyma.gov/251/Housing-Authority,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Shrewsbury,shrewsbury-ma/housing-authority-member,3,Richard Ricker,verified-current,https://www.shrewsburyma.gov/251/Housing-Authority,2026-08-25,Current official municipal roster/election evidence supports holder; unresolved markers are intentional.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,1,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,2,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,3,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,4,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,5,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,6,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,7,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,8,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,9,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,10,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
Shrewsbury,shrewsbury-ma/representative-town-meeting-member,11,,unresolved-current-holder,https://shrewsburyma.gov/1079/Annual-Town-Election-May-5-2026,2026-08-25,Representative Town Meeting has 240 direct-voter seats; this overlay preserves structure but does not fabricate a current 240-person roster.
