tasb_key,tea_cdn,tea_district_name,tasb_url,policy_name,update_name,date_issued,local_text,heuristic_structure,fetch_status
132,004901,ROCKPORT-FULTON ISD,https://pol.tasb.org/PolicyOnline?key=132,BBB(LOCAL)-X,LDU 2022.02,9/28/2022,"Membership The Board shall consist of seven members. Method of Election Election of Board members shall be by place. Election Date General election of Board members shall be on the May uniform election date. Terms and Election Schedule Board members shall be elected for three-year terms, with elections conducted annually, as follows: Places 2 and 5 The election for places 2 and 5 shall be held in 2023, 2026, 2029, and in three-year intervals thereafter. Places 3 and 6 The election for places 3 and 6 shall be held in 2024, 2027, 2030, and in three-year intervals thereafter. Places 1, 4, and 7 The election for places 1, 4, and 7 shall be held in 2025, 2028, 2031, and in three-year intervals thereafter. Method of Voting Plurality To be elected, a candidate must receive more votes than any other candidate for the place.",at_large_by_position,ok
133,005901,ARCHER CITY ISD,https://pol.tasb.org/PolicyOnline?key=133,BBB(LOCAL)-X,UPDATE 120,12/15/2022,"Membership The Board shall consist of seven members. Method of Election Election of Board members shall be at large. Election Date General election of board members shall be on the May uniform election date. Terms and Election Schedule Board members shall be elected for three-year terms, with elections conducted annually, as follows: The election of two Board members shall be held in 2023, 2026, 2029, and in three-year intervals thereafter. The election of two Board members shall be held in 2024, 2027, 2030, and in three-year intervals thereafter. The election of three Board members shall be held in 2025, 2028, 2031, and in three-year intervals thereafter. Method of Voting Plurality The candidates receiving the highest number of votes for the number of seats with expiring terms shall be elected.",at_large,ok
134,005902,HOLLIDAY ISD,https://pol.tasb.org/PolicyOnline?key=134,BBB(LOCAL)-X,LDU 2022.02,4/22/2022,"Membership The Board shall consist of seven members. Method of Election Election of Board members shall be by place. Election Date General election of Board members shall be on the May uniform election date. Terms and Election Schedule Board members shall be elected for three-year terms, with elections conducted annually, as follows: Places 1, 2, and 3 The election for places 1, 2, and 3 shall be held in 2024, 2027, 2030 and in three-year intervals thereafter. Places 4 and 5 The election for places 4 and 5 shall be held in 2022, 2025, 2028 and in three-year intervals thereafter. Places 6 and 7 The election for places 6 and 7 shall be held in 2023, 2026, 2029 and in three-year intervals thereafter. Method of Voting Plurality To be elected, a candidate must receive more votes than any other candidate for the place.",at_large_by_position,ok
136,005904,WINDTHORST ISD,https://pol.tasb.org/PolicyOnline?key=136,BBB(LOCAL)-X,LDU 2022.03,2/17/2023,"Membership The Board shall consist of seven members. Method of Election Election of Board members shall be by position. Election Date General election of Board members shall be on the May uniform election date. Terms and Election Schedule Board members shall be elected for three-year terms, with elections conducted annually, as follows: Positions 1 and 2 The election for positions 1 and 2 shall be held in 2024, 2027, 2030, and in three-year intervals thereafter. Positions 3, 4, and 5 The election for positions 3, 4, and 5 shall be held in 2025, 2028, 2031, and in three-year intervals thereafter. Positions 6 and 7 The election for positions 6 and 7 shall be held in 2023, 2026, 2029, and in three-year intervals thereafter. Method of Voting Plurality To be elected, a candidate must receive more votes than any other candidate for the position.",at_large_by_position,ok
137,006902,CLAUDE ISD,https://pol.tasb.org/PolicyOnline?key=137,BBB(LOCAL)-X,UPDATE 120,1/14/2023,"Membership The Board shall consist of seven members. Method of Election Election of Board members shall be at large. Election Date General election of Board members shall be on the May uniform election date. Terms and Election Schedule Board members shall be elected for three-year terms, with elections conducted annually, as follows: The election of three Board members shall be held in 2024, 2027, 2030, and in three-year intervals thereafter. The election of two Board members shall be held in 2025, 2028, 2031, and in three-year intervals thereafter. The election of two Board members shall be held in 2023, 2026, 2029, and in three-year intervals thereafter. Method of Voting Plurality The candidates receiving the highest number of votes for the number of seats with expiring terms shall be elected.",at_large,ok
138,007901,CHARLOTTE ISD,https://pol.tasb.org/PolicyOnline?key=138,BBB(LOCAL)-X,LDU 2023.02,4/10/2023,"Membership The Board shall consist of seven members. Method of Election Election of Board members shall be by place. Election Date General election of Board members shall be on the November uniform election date. Terms and Election Schedule Board members shall be elected for four-year terms, with elections conducted biennially, as follows: Places 1, 2, 4, and 5 The election for places 1, 2, 4, and 5 shall be held in 2026, 2030, 2034, and in four-year intervals thereafter. Places 3, 6, and 7 The election for places 3, 6, and 7 shall be held in 2024, 2028, 2032, and in four-year intervals thereafter. Method of Voting Plurality To be elected, a candidate must receive more votes than any other candidate for the place.",at_large_by_position,ok
139,007902,JOURDANTON ISD,https://pol.tasb.org/PolicyOnline?key=139,BBB(LOCAL)-X,UPDATE 110,2/27/2018,"Court Order The District shall conduct its Board member elections in accordance with the Agreed Settlement in CA. No. SA-95-CA-0490, United States District Court, Western District of Texas, San Antonio Division, as long as such court order or other binding legal determination is in effect. A copy of the court order or other binding legal determination may be obtained from the Superintendent's office. Membership The Board shall consist of seven members. Method of Election Election of Board members shall be by single-member districts. Election Date General election of Board members shall be on the November uniform election date. Terms and Election Schedule Board members shall be elected for three-year terms, with elections conducted annually, as follows: Districts 1, 2, and 3 The election for single-member districts 1, 2, and 3 shall be held in 2020, 2023, 2026, and in three-year intervals thereafter. Districts 5 and 7 The election for single-member districts 5 and 7 shall be held in 2018, 2021, 2024, and in three-year intervals thereafter. Districts 4 and 6 The election for single-member districts 4 and 6 shall be held in 2019, 2022, 2025, and in three-year intervals thereafter. Method of Voting Plurality To be elected, a candidate must receive more votes than any other candidate for the single-member district.",single_member_district,ok
140,007904,LYTLE ISD,https://pol.tasb.org/PolicyOnline?key=140,BBB(LOCAL)-X,LDU 2025.03,7/15/2025,"Court Order The District shall conduct its Board member elections in accordance with the Agreed Settlement in CA. No. SA-95-CA-0267, United States District Court, Western District of Texas, San Antonio Division, as long as such court order or other binding legal determination is in effect. A copy of the court order or other binding legal determination may be obtained from the Superintendent's office. Membership The Board shall consist of seven members. Method of Election Election of Board members shall be by single-member districts. Election Date General election of Board members shall be on the May uniform election date. Terms and Election Schedule Board members shall be elected for three-year terms, with elections conducted annually, as follows: Districts 2 and 5 The election for single-member districts 2 and 5 shall be held in 2027, 2030, 2033, and in three-year intervals thereafter. Districts 1, 6, and 7 The election for single-member districts 1, 6, and 7 shall be held in 2028, 2031, 2034, and in three-year intervals thereafter. Districts 3 and 4 The election for single-member districts 3 and 4 shall be held in 2026, 2029, 2032, and in three-year intervals thereafter. Method of Voting Plurality To be elected, a candidate must receive more votes than any other candidate for the single-member district.",single_member_district,ok
141,007905,PLEASANTON ISD,https://pol.tasb.org/PolicyOnline?key=141,BBB(LOCAL)-X,LDU 2024.01,4/1/2024,"Court Order The District shall conduct its Board member elections in accordance with the Agreed Settlement in CA. No. SA-95-CA-0466, United States District Court, Western District of Texas, San Antonio Division, as long as such court order or other binding legal determination is in effect. A copy of the court order or other binding legal determination may be obtained from the Superintendent's office. Membership The Board shall consist of seven members. Method of Election Election of Board members shall be by single-member districts. Election Date General election of Board members shall be on the May uniform election date. Terms and Election Schedule Board members shall be elected for four-year terms, with elections conducted biennially, as follows: Districts 2, 4, 5, and 7 The election for single-member districts 2, 4, 5, and 7 shall be held in 2027, 2031, 2035, and in four-year intervals thereafter. Districts 1, 3, and 6 The election for single-member districts 1, 3, and 6 shall be held in 2025, 2029, 2033, and in four-year intervals thereafter. Method of Voting Plurality To be elected, a candidate must receive more votes than any other candidate for the single-member district.",single_member_district,ok
142,007906,POTEET ISD,https://pol.tasb.org/PolicyOnline?key=142,BBB(LOCAL)-X,UPDATE 110,2/21/2018,"Membership The Board shall consist of seven members. Method of Election Election of Board members shall be by place. Election Date General election of Board members shall be on the May uniform election date. Terms and Election Schedule Board members shall be elected for three-year terms, with elections conducted annually, as follows: Places 3, 4, and 5 The election for places 3, 4, and 5 shall be held in 2018, 2021, 2024, and in three-year intervals thereafter. Places 6 and 7 The election for places 6 and 7 shall be held in 2019, 2022, 2025, and in three-year intervals thereafter. Places 1 and 2 The election for places 1 and 2 shall be held in 2020, 2023, 2026, and in three-year intervals thereafter. Method of Voting Plurality To be elected, a candidate must receive more votes than any other candidate for the place.",at_large_by_position,ok
143,008901,BELLVILLE ISD,https://pol.tasb.org/PolicyOnline?key=143,BBB(LOCAL)-X,LDU 2023.01,7/5/2023,"Membership The Board shall consist of seven members. Method of Election Election of Board members shall be by position. Election Date General election of Board members shall be on the May uniform election date. Terms and Election Schedule Board members shall be elected for three-year terms, with elections conducted annually, as follows: Positions 1 and 2 The election for positions 1 and 2 shall be held in 2026, 2029, 2032, and in three-year intervals thereafter. Positions 3 and 4 The election for positions 3 and 4 shall be held in 2024, 2027, 2030, and in three-year intervals thereafter. Positions 5, 6, and 7 The election for positions 5, 6, and 7 shall be held in 2025, 2028, 2031, and in three-year intervals thereafter. Method of Voting Plurality To be elected, a candidate must receive more votes than any other candidate for the position.",at_large_by_position,ok
144,008902,SEALY ISD,https://pol.tasb.org/PolicyOnline?key=144,BBB(LOCAL)-X,LDU 2023.01,2/1/2023,"Membership The Board shall consist of seven members. Method of Election Election of Board members shall be by position. Election Date General election of board members shall be on the May uniform election date. Terms and Election Schedule Board members shall be elected for three-year terms, with elections conducted annually, as follows: Positions 6 and 7 The election for positions 6 and 7 shall be held in 2018, 2021, 2024, and in three-year intervals thereafter. Positions 1, 4, and 5 The election for positions 1, 4, and 5 shall be held in 2019, 2022, 2025, and in three-year intervals thereafter. Positions 2 and 3 The election for positions 2 and 3 shall be held in 2020, 2023, 2026, and in three-year intervals thereafter. Method of Voting Plurality To be elected, a candidate must receive more votes than any other candidate for the position.",at_large_by_position,ok
145,008903,BRAZOS ISD,https://pol.tasb.org/PolicyOnline?key=145,BBB(LOCAL)-X,UPDATE 110,2/9/2018,"Membership The Board shall consist of seven members. Method of Election Election of Board members shall be by position. Election Date General election of board members shall be on the May uniform election date. Terms and Election Schedule Board members shall be elected for three-year terms, with elections conducted annually, as follows: Positions 4 and 5 The election for positions 4 and 5 shall be held in 2018, 2021, 2024, and in three-year intervals thereafter. Positions 6 and 7 The election for positions 6 and 7 shall be held in 2019, 2022, 2025, and in three-year intervals thereafter. Positions 1, 2, and 3 The election for positions 1, 2, and 3 shall be held in 2020, 2023, 2026, and in three-year intervals thereafter. Method of Voting Plurality To be elected, a candidate must receive more votes than any other candidate for the position.",at_large_by_position,ok
146,009901,MULESHOE ISD,https://pol.tasb.org/PolicyOnline?key=146,BBB(LOCAL)-X,LDU 2024.03,7/30/2024,"Court Order The District shall conduct its Board member elections in accordance with the Agreed Settlement in CA. No. 5-89-0236-C, U.S. District Court, Northern District of Texas, Lubbock Division, as long as such court order or other binding legal determination is in effect. A copy of the court order or other binding legal determination may be obtained from the Superintendent's office. Membership The Board shall consist of seven members. Method of Election Election of Board members shall be a combination of at large and by single-member districts. Election Date General election of Board members shall be on the May uniform election date. Terms and Election Schedule At Large Two Board members shall be elected at large for three-year terms, with elections conducted annually, as follows: The election of two Board members shall be held in 2025, 2028, 2031, and in three-year intervals thereafter. Single-Member Districts Five Board members shall be elected by single-member districts for three-year terms, with elections conducted annually, as follows: Districts 1 and 4 The election for single-member district numbers 1 and 4 shall be held in 2027, 2030, 2033, and in three-year intervals thereafter. Districts 2, 3, and 5 The election for single-member district numbers 2, 3, and 5 shall be held in 2026, 2029, 2032, and in three-year intervals thereafter. Method of Voting At Large Plurality The at-large candidates receiving the highest number of votes for the number of seats with expiring terms shall be elected. Single-Member Districts Plurality To be elected, a single-member district candidate must receive more votes than any other candidate for the single-member district.",hybrid_smd_and_at_large,ok
148,010901,MEDINA ISD,https://pol.tasb.org/PolicyOnline?key=148,BBB(LOCAL)-X,UPDATE 110,2/20/2018,"Membership The Board shall consist of seven members. Method of Election Election of Board members shall be by position. Election Date General election of Board members shall be on the November uniform election date. Terms and Election Schedule Board members shall be elected for four-year terms, with elections conducted biennially, as follows: Positions 1, 4, and 5 The election for positions 1, 4, and 5 shall be held in 2018, 2022, 2026, and in four-year intervals thereafter. Positions 2, 3, 6, and 7 The election for positions 2, 3, 6, and 7 shall be held in 2020, 2024, 2028, and in four-year intervals thereafter. Method of Voting Plurality To be elected, a candidate must receive more votes than any other candidate for the position.",at_large_by_position,ok
149,010902,BANDERA ISD,https://pol.tasb.org/PolicyOnline?key=149,BBB(LOCAL)-X,LDU 2024.03,1/2/2025,"Membership The Board shall consist of seven members. Method of Election Election of Board members shall be by place. Election Date General election of Board members shall be on the November uniform election date. Terms and Election Schedule Board members shall be elected for three-year terms, with elections conducted annually, as follows: Places 3 and 4 The election for places 3 and 4 shall be held in 2027, 2030, 2033, and in three-year intervals thereafter. Places 5, 6, and 7 The election for places 5, 6, and 7 shall be held in 2025, 2028, 2031, and in three-year intervals thereafter. Places 1 and 2 The election for places 1 and 2 shall be held in 2026, 2029, 2032, and in three-year intervals thereafter. Method of Voting Plurality To be elected, a candidate must receive more votes than any other candidate for the place.",at_large_by_position,ok
150,011901,BASTROP ISD,https://pol.tasb.org/PolicyOnline?key=150,BBB(LOCAL)-X,LDU 2019.03,1/16/2020,"Membership The Board shall consist of seven members. Method of Election Election of Board members shall be by place. Election Date General election of board members shall be on the May uniform election date. Terms and Election Schedule Board members shall be elected for three-year terms, with elections conducted annually, as follows: Places 1 and 2 The election for places 1 and 2 shall be held in 2021, 2024, 2027, and in three-year intervals thereafter. Places 3 and 4 The election for places 3 and 4 shall be held in 2020, 2023, 2026, and in three-year intervals thereafter. Places 5, 6, and 7 The election for places 5, 6, and 7 shall be held in 2022, 2025, 2028, and in three-year intervals thereafter. Method of Voting Plurality To be elected, a candidate must receive more votes than any other candidate for the place.",at_large_by_position,ok
151,011902,ELGIN ISD,https://pol.tasb.org/PolicyOnline?key=151,BBB(LOCAL)-X,LDU 2025.01,3/21/2025,"Court Order The District shall conduct its Board member elections in accordance with the Agreed Settlement in CA. No. A-95-CV-458-JN, United States District Court, Western District of Texas, Austin Division, as long as such court order or other binding legal determination is in effect. A copy of the court order or other binding legal determination may be obtained from the Superintendent's office. Membership The Board shall consist of seven members. Method of Election Election of Board members shall be by single-member districts. Election Date General election of Board members shall be on the May uniform election date. Terms and Election Schedule Board members shall be elected for three-year terms, with elections conducted annually, as follows: Districts 3 and 6 The election for single-member districts 3 and 6 shall be held in 2027, 2030, 2033, and in three-year intervals thereafter. Districts 4, 5, and 7 The election for single-member districts 4, 5, and 7 shall be held in 2025, 2028, 2031, and in three-year intervals thereafter. Districts 1 and 2 The election for single-member districts 1 and 2 shall be held in 2026, 2029, 2032, and in three-year intervals thereafter. Method of Voting Plurality To be elected, a candidate must receive more votes than any other candidate for the single-member district.",single_member_district,ok
152,011904,SMITHVILLE ISD,https://pol.tasb.org/PolicyOnline?key=152,BBB(LOCAL)-X,LDU 2019.01,3/12/2019,"Membership The Board shall consist of seven members. Method of Election Election of Board members shall be by place. Election Date General election of Board members shall be on the May uniform election date. Terms and Election Schedule Board members shall be elected for three-year terms, with elections conducted annually, as follows: Places 1 and 2 The election for places 1 and 2 shall be held in 2020, 2023, 2026, and in three-year intervals thereafter. Places 3 and 4 The election for places 3 and 4 shall be held in 2021, 2024, 2027 and in three-year intervals thereafter. Places 5, 6, and 7 The election for places 5, 6, and 7 shall be held in 2019, 2022, 2025, and in three-year intervals thereafter. Method of Voting Plurality To be elected, a candidate must receive more votes than any other candidate for the place.",at_large_by_position,ok
153,011905,MCDADE ISD,https://pol.tasb.org/PolicyOnline?key=153,BBB(LOCAL)-X,UPDATE 120,12/20/2022,"Membership The Board shall consist of seven members. Method of Election Election of Board members shall be at large. Election Date General election of board members shall be on the November uniform election date. Terms and Election Schedule Board members shall be elected for four-year terms, with elections conducted biennially, as follows: The election of four Board members shall be held in 2026, 2030, 2034, and in four-year intervals thereafter. The election of three Board members shall be held in 2024, 2028, 2032, and in four-year intervals thereafter. Method of Voting Plurality The candidates receiving the highest number of votes for the number of seats with expiring terms shall be elected.",at_large,ok
154,012901,SEYMOUR ISD,https://pol.tasb.org/PolicyOnline?key=154,BBB(LOCAL)-X,LDU 2022.01,8/25/2022,"Membership The Board shall consist of seven members. Method of Election Election of Board members shall be by place. Election Date General election of Board members shall be on the May uniform election date. Terms and Election Schedule Board members shall be elected for three-year terms, with elections conducted annually, as follows: Places 1, 2, and 3 The election for places 1, 2, and 3 shall be held in 2023, 2026, 2029, and in three-year intervals thereafter. Places 4 and 5 The election for places 4 and 5 shall be held in 2024, 2027, 2030, and in three-year intervals thereafter. Places 6 and 7 The election for places 6 and 7 shall be held in 2025, 2028, 2031, and in three-year intervals thereafter. Method of Voting Plurality To be elected, a candidate must receive more votes than any other candidate for the place.",at_large_by_position,ok
156,013901,BEEVILLE ISD,https://pol.tasb.org/PolicyOnline?key=156,BBB(LOCAL)-X,LDU 2024.03,11/27/2024,"Court Order The District shall conduct its Board member elections in accordance with the Agreed Settlement in CA. No. C-82-130, United States District Court, Southern District of Texas, Corpus Christi Division, as long as such court order or other binding legal determination is in effect. A copy of the court order or other binding legal determination may be obtained from the Superintendent's office. Membership The Board shall consist of seven members. Method of Election Election of Board members shall be a combination of at large and by position. Election Date General election of Board members shall be on the May uniform election date. Terms and Election Schedule At Large One Board member shall be elected at large for a three-year term, with elections held in 2026, 2029, 2032, and in three-year intervals thereafter. Sub-Districts Six Board members shall be elected by position from Sub-Districts I and II with elections conducted annually, as follows: Position 1 The election of position 1 in both Sub-District I and Sub-District II shall be held in 2027, 2030, 2033, and in three-year intervals thereafter. Position 2 The election of position 2 in both Sub-District I and Sub-District II shall be held in 2025, 2028, 2031, and in three-year intervals thereafter. Position 3 The election of position 3 in both Sub-District I and Sub-District II shall be held in 2026, 2029, 2032, and in three-year intervals thereafter. Method of Voting At Large Plurality The at-large candidate receiving the highest number of votes for the seat with the expiring term shall be elected. Positions Majority Vote To be elected, a candidate must receive a majority of the votes cast for the position in the Sub-District.",at_large_by_position,ok
