source,source_key,thecb_fice,ccd_name,source_url,policy_name,update_name,date_issued,local_text,heuristic_structure,fetch_status
tasb,405,003554,Clarendon College,https://pol.tasb.org/PolicyOnline?key=405,BBB(LOCAL)-X,UPDATE 44,12/21/2022,"Election Date The general election of Board members shall be on the May uniform election date in an even-numbered year. Membership The Board shall consist of nine members. Method of Election Election of Board members shall be at large. Terms and Election Schedule Board members shall be elected for six-year terms, with elections conducted biennially, as follows: The election for three positions shall be held in 2024, 2030, 2036, and in six-year intervals thereafter. The election for three positions shall be held in 2026, 2032, 2038, and in six-year intervals thereafter. The election for three positions shall be held in 2028, 2034, 2040, and in six-year intervals thereafter.",at_large,ok
tasb,413,003603,Ranger College,https://pol.tasb.org/PolicyOnline?key=413,BBB(LOCAL)-X,UPDATE 44,12/14/2022,"Election Date The general election of Board members shall be on the May uniform election date in an even-numbered year. Membership The Board shall consist of nine members. Method of Election Election of Board members shall be at large. Terms and Election Schedule Board members shall be elected for six-year terms, with elections conducted biennially, as follows: Places 1, 2, and 3 The election for places 1, 2, and 3 shall be held in 2024, 2030, 2036, and in six-year intervals thereafter. Places 4, 5, and 6 The election for places 4, 5, and 6 shall be held in 2026, 2032, 2038, and in six-year intervals thereafter. Places 7, 8, and 9 The election for places 7, 8, and 9 shall be held in 2028, 2034, 2040, and in six-year intervals thereafter.",at_large,ok
tasb,420,003596,Odessa College,https://pol.tasb.org/PolicyOnline?key=420,BBB(LOCAL)-X,UPDATE 44,12/21/2022,"Court Order The College District shall conduct its Board member elections in accordance with League of United Latin American Citizens v. Odessa Junior College District No. Mo-91-CA-071 ( W.D. Tex . 1992) as long as such court order or other binding legal determination is in effect. A copy of the court order or other binding legal determination may be obtained from the College President's office. Election Date The general election of Board members shall be on the May uniform election date in an odd-numbered year. Membership The Board shall consist of nine members. Method of Election Election of Board members shall be a combination of at large and by single-member districts. Terms and Election Schedule The Board shall be elected for six-year terms and shall be composed of nine members elected from seven single-member districts (places 1&#8211;7) and two at large (places 8 and 9), with elections conducted biennially, as follows: Single-Member Districts Places 1 and 2 The election for places 1 and 2 shall be held in 2023, 2029, 2035, and in six-year intervals thereafter. Places 3 and 6 The election for places 3 and 6 shall be held in 2025, 2031, 2037, and in six-year intervals thereafter. Places 4, 5, and 7 The election for places 4, 5, and 7 shall be held in 2027, 2033, 2039, and in six-year intervals thereafter. At Large Place 8 The election for place 8 shall be held in 2023, 2029, 2035, and in six-year intervals thereafter. Place 9 The election for place 9 shall be held in 2025, 2031, 2037, and in six-year intervals thereafter.",hybrid_smd_and_at_large,ok
tasb,435,010387,El Paso Community College District,https://pol.tasb.org/PolicyOnline?key=435,BBB(LOCAL)-X,UPDATE 44,12/6/2022,"Court Order The College District shall conduct its Board member elections in accordance with Sierra v. El Paso County Community College District , No. EP-83-CA-323, ( W.D. Tex . 1984) as long as such court order or other binding legal determination is in effect. A copy of the court order or other binding legal determination may be obtained from the College President's office. Election Date The general election of Board members shall be on the May uniform election date in an odd-numbered year. Membership The Board shall consist of seven members. Method of Election Election of Board members shall be by single-member districts. Terms and Election Schedule Board members shall be elected by single-member districts for six-year terms, with elections conducted biennially, as follows: Districts 1 and 7 The election for single-member district numbers 1 and 7 shall be held in 2023, 2029, 2035, and in six-year intervals thereafter. Districts 4, 5, and 6 The election for single-member district numbers 4, 5, and 6 shall be held in 2025, 2031, 2037, and in six-year intervals thereafter. Districts 2 and 3 The election for single-member district numbers 2 and 3 shall be held in 2027, 2033, 2039, and in six-year intervals thereafter.",single_member_district,ok
tasb,496,006662,Galveston College,https://pol.tasb.org/PolicyOnline?key=496,,,,,no_local_policy_on_file,ok
tasb,497,007096,College of the Mainland Community College District,https://pol.tasb.org/PolicyOnline?key=497,BBB(LOCAL)-X,LDU 2023.01,3/13/2023,"Election Date The general election of Board members shall be on the May uniform election date in an odd-numbered year. Membership The Board shall consist of seven members. Method of Election Election of Board members shall be a combination of at large and by single-member districts and shall be in accordance with the approved single-member district plan with five single-member districts and two at-large positions beginning with the May 6, 1995, election. Terms and Election Schedule Board members in positions 1, 2, 3, 4, and 5 shall be elected from single-member districts, and Board members in positions 6 and 7 shall be elected at large. Board members shall be elected for six-year terms, with elections conducted biennially, as follows: Positions 5 and 7 The election for positions 5 and 7 shall be held in 2023, 2029, 2035, and in six-year intervals thereafter. Positions 1, 4, and 6 The election for positions 1, 4, and 6 shall be held in 2025, 2031, 2038, and in six-year intervals thereafter. Positions 2 and 3 The election for positions 2 and 3 shall be held in 2027, 2033, 2039, and in six-year intervals thereafter.",hybrid_smd_and_at_large,ok
tasb,523,003570,Grayson College,https://pol.tasb.org/PolicyOnline?key=523,BBB(LOCAL)-X,UPDATE 44,12/21/2022,"Election Date The general election of Board members shall be on the November uniform election date in an even-numbered year. Membership The Board shall consist of seven members. Method of Election Election of Board members shall be at large. Terms and Election Schedule Board members shall be elected for six-year terms, with elections conducted biennially, as follows: The election for three positions shall be held in 2024, 2030, 2036, and in six-year intervals thereafter. The election for two positions shall be held in 2026, 2032, 2038, and in six-year intervals thereafter. The election for two positions shall be held in 2028, 2034, 2040, and in six-year intervals thereafter.",at_large,ok
tasb,537,003580,Kilgore College,https://pol.tasb.org/PolicyOnline?key=537,BBB(LOCAL)-X,UPDATE 44,1/5/2023,"Election Date The general election of Board members shall be on the May uniform election date in an odd-numbered year. Membership The Board shall consist of nine members. Method of Election Election of Board members shall be at large within each voting zone. The three voting zones are the: South Zone, which encompasses: Leverett's Chapel ISD ; West Rusk ISD ; and Overton ISD . North Zone, which encompasses: Gladewater ISD ; White Oak ISD ; and Sabine ISD . Central Zone, which encompasses Kilgore ISD . Places 1, 4, and 7 are in the South Zone. Places 2, 5, and 8 are in the North Zone. Places 3, 6, and 9 are in the Central Zone. Terms and Election Schedule Board members shall be elected for six-year terms, with elections conducted biennially, as follows: Places 4, 5, and 6 The election for places 4, 5, and 6 shall be held in 2023, 2029, 2035, and in six-year intervals thereafter. Places 7, 8, and 9 The election for places 7, 8, and 9 shall be held in 2025, 2031, 2037, and in six-year intervals thereafter. Places 1, 2, and 3 The election for places 1, 2, and 3 shall be held in 2027, 2033, 2039, and in six-year intervals thereafter.",at_large,ok
tasb,579,003583,Lee College,https://pol.tasb.org/PolicyOnline?key=579,BBB(LOCAL)-X,LDU 2024.01,10/8/2024,"Election Date The general election of Board members shall be on the May uniform election date in an odd-numbered year. Membership The Board shall consist of nine members. Method of Election Election of Board members shall be at large. Terms and Election Schedule Board members shall be elected for six-year terms, with elections conducted biennially, as follows: Positions 1, 2, and 3 The election for positions 1, 2, and 3 shall be held in 2023, 2029, 2035, and in six-year intervals thereafter. Positions 4, 5, and 6 The election for positions 4, 5, and 6 shall be held in 2025, 2031, 2037, and in six-year intervals thereafter. Positions 7, 8, and 9 The election for positions 7, 8, and 9 shall be held in 2027, 2033, 2039, and in six-year intervals thereafter.",at_large,ok
tasb,580,029137,San Jacinto Community College District,https://pol.tasb.org/PolicyOnline?key=580,,,,,no_local_policy_on_file,ok
tasb,581,010633,Houston City College,https://pol.tasb.org/PolicyOnline?key=581,BBB(LOCAL)-X,LDU 2023.06,8/1/2023,"Election Date The general election of Board members shall be on the November uniform election date in odd-numbered years. Membership The Board shall consist of nine members. Method of Election Election of Board members shall be by single-member districts. The College District is divided into nine geographic districts, numbers I-IX. Terms and Election Schedule Board members shall be elected by single-member districts for six-year terms, with elections conducted biennially, as follows: Districts IV, V, and IX The election for single-member district numbers IV, V, and IX shall be held in 2023, 2029, 2035, and in six-year intervals thereafter. Districts I, II, and VII The election for single-member district numbers I, II, and VII shall be held in 2025, 2031, 2037, and in six-year intervals thereafter. Districts III, VI, and VIII The election for single-member district numbers III, VI, and VIII shall be held in 2027, 2033, 2039, and in six-year intervals thereafter. Effective Date This policy shall be effective as of the adoption date, June 21, 2023.",single_member_district,ok
tasb,623,003572,Trinity Valley Community College,https://pol.tasb.org/PolicyOnline?key=623,BBB(LOCAL)-X,UPDATE 44,1/5/2023,"Election Date The general election of Board members shall be on the May uniform election date in an even-numbered year. Membership The Board shall consist of nine members. Method of Election Election of Board members shall be by single-member districts. Terms and Election Schedule Board members shall be elected by single-member districts for six-year terms, with elections conducted biennially, as follows: Districts 4, 5, and 6 The election for single-member district numbers 4, 5, and 6 shall be held in 2024, 2030, 2036, and in six-year intervals thereafter. Districts 1, 2, and 3 The election for single-member district numbers 1, 2, and 3 shall be held in 2026, 2032, 2038, and in six-year intervals thereafter. Districts 7, 8, and 9 The election for single-member district numbers 7, 8, and 9 shall be held in 2028, 2034, 2040, and in six-year intervals thereafter.",single_member_district,ok
tasb,632,031034,South Texas College,https://pol.tasb.org/PolicyOnline?key=632,BBB(LOCAL)-X,UPDATE 44,12/14/2022,"Method of Election Election of Board members shall be from each of the seven single-member districts in Hidalgo and Starr counties, the boundaries of which are established by Board action. Terms and Election Schedule Board members shall be elected by single-member districts for six-year terms, with elections conducted biennially, as follows: Districts 1, 2, and 6 The election for single-member district numbers 1, 2, and 6 shall be held in 2024, 2030, 2036, and in six-year intervals thereafter. Districts 5 and 7 The election for single-member district numbers 5 and 7 shall be held in 2026, 2032, 2038, and in six-year intervals thereafter. Districts 3 and 4 The election for single-member district numbers 3 and 4 shall be held in 2028, 2034, 2040, and in six-year intervals thereafter.",single_member_district,ok
tasb,649,003573,Hill College,https://pol.tasb.org/PolicyOnline?key=649,BBB(LOCAL)-X,LDU 2023.01,6/8/2023,"Election Date The general election of Board members shall be on the May uniform election date in an even-numbered year. Membership The Board shall consist of 12 members in accordance with Texas Education Code 130.083. Method of Election Election of Board members shall be by single-member districts. Terms and Election Schedule Board members shall be elected by single-member districts, and by place within those districts, for six-year terms, with elections conducted biennially, as follows: Voting Districts Hillsboro Places 1 and 2 The election for places 1 and 2 shall be held in 2028, 2034, 2040, and in six-year intervals thereafter. Place 3 The election for place 3 shall be held in 2026, 2032, 2038, and in six-year intervals thereafter. Place 4 The election for place 4 shall be held in 2024, 2030, 2036, and in six-year intervals thereafter. Whitney Place 1 The election for place 1 shall be held in 2024, 2030, 2036, and in six-year intervals thereafter. Place 2 The election for place 2 shall be held in 2028, 2034, 2040, and in six-year intervals thereafter. Place 3 The election for place 3 shall be held in 2026, 2032, 2038, and in six-year intervals thereafter. Itasca Place 1 The election for place 1 shall be held in 2028, 2034, 2040, and in six-year intervals thereafter. Place 2 The election for place 2 shall be held in 2024, 2030, 2036, and in six-year intervals thereafter. Abbott The election for place 1 shall be held in 2024, 2030, 2036, and in six-year intervals thereafter. Bynum The election for place 1 shall be held in 2026, 2032, 2038, and in six-year intervals thereafter. Covington The election for place 1 shall be held in 2026, 2032, 2038, and in six-year intervals thereafter.",hybrid_smd_and_at_large,ok
tasb,662,003611,South Plains College,https://pol.tasb.org/PolicyOnline?key=662,BBB(LOCAL)-X,LDU 2026.01,4/30/2026,"Election Date The general election of Board members shall be on the May uniform election date in an even-numbered year. Membership The Board shall consist of seven members. Method of Election Election of Board members shall be at large. Terms and Election Schedule Board members shall be elected for six-year terms, with elections conducted biennially, as follows: Positions 5 and 7 The election for positions 5 and 7 shall be held in 2024, 2030, 2036, and in six-year intervals thereafter. Positions 1, 2, and 6 The election for positions 1, 2, and 6 shall be held in 2026, 2032, 2038, and in six-year intervals thereafter. Positions 3 and 4 The election for positions 3 and 4 shall be held in 2028, 2034, 2040, and in six-year intervals thereafter.",at_large,ok
tasb,702,003568,Frank Phillips College,https://pol.tasb.org/PolicyOnline?key=702,BBB(LOCAL)-X,UPDATE 44,12/21/2022,"Election Date The general election of Board members shall be on the November uniform election date in an even-numbered year. Membership The Board shall consist of nine members. Method of Election Election of Board members shall be at large. Terms and Election Schedule Board members shall be elected for six-year terms, with elections conducted biennially, as follows: The election for three positions shall be held in 2024, 2030, 2036, and in six-year intervals thereafter. The election for three positions shall be held in 2026, 2032, 2038, and in six-year intervals thereafter. The election for three positions shall be held in 2028, 2034, 2040, and in six-year intervals thereafter.",at_large,ok
tasb,783,003601,Paris Junior College,https://pol.tasb.org/PolicyOnline?key=783,BBB(LOCAL)-X,UPDATE 44,1/5/2023,"Election Date The general election of Board members shall be on the November uniform election date in an even-numbered year. Membership The Board shall consist of nine members. Method of Election Election of Board members shall be a combination of at large and by single-member districts. Per Education Code 130.0829, two members shall be elected from each of the four commissioner precincts, for a total of eight members. The ninth member is elected at large. Places 7 and 9 are voted on by Precinct 1. Places 1 and 2 are voted on by Precinct 2. Places 3 and 6 are voted on by Precinct 3. Places 4 and 8 are voted on by Precinct 4. Place 5 is at large. Terms and Election Schedule Board members shall be elected for six-year terms, with elections conducted biennially, as follows: Places 5, 6, and 9 The election for places 5, 6, and 9 shall be held in 2024, 2030, 2036, and in six-year intervals thereafter. Places 3, 4, and 7 The election for places 3, 4, and 7 shall be held in 2026, 2032, 2038, and in six-year intervals thereafter. Places 1, 2, and 8 The election for places 1, 2, and 8 shall be held in 2028, 2034, 2040, and in six-year intervals thereafter.",hybrid_smd_and_at_large,ok
tasb,858,003590,McLennan Community College,https://pol.tasb.org/PolicyOnline?key=858,BBB(LOCAL)-X,LDU 2025.01,9/30/2025,"Election Date The general election of Board members shall be on the May uniform election date in an odd-numbered year. Membership The Board shall consist of seven members. Method of Election Election of Board members shall be by single-member district. Terms and Election Schedule Board members shall be elected by single-member districts for six-year terms, with elections conducted biennially, as follows: Districts I and III The election for single-member district numbers I and III shall be held in 2023, 2029, 2035, and in six-year intervals thereafter. Districts V and VII The election for single-member district numbers V and VII shall be held in 2025, 2031, 2037, and in six-year intervals thereafter. Districts II, IV, and VI The election for single-member district numbers II, IV, and VI shall be held in 2027, 2033, 2039, and in six-year intervals thereafter.",single_member_district,ok
tasb,885,009797,Midland College,https://pol.tasb.org/PolicyOnline?key=885,BBB(LOCAL)-X,UPDATE 44,11/22/2022,"Election Date The general election of Board members shall be on the November uniform election date in an even-numbered year. Membership The Board shall consist of nine members. Method of Election Election of Board members shall be at large. Terms and Election Schedule Board members shall be elected for six-year terms, with elections conducted biennially, as follows: Places 4, 5, and 6 The election for places 4, 5, and 6 shall be held in 2024, 2030, 2036, and in six-year intervals thereafter. Places 7, 8, and 9 The election for places 7, 8, and 9 shall be held in 2026, 2032, 2038, and in six-year intervals thereafter. Places 1, 2, and 3 The election for places 1, 2, and 3 shall be held in 2028, 2034, 2040, and in six-year intervals thereafter.",at_large,ok
tasb,977,003600,Panola College,https://pol.tasb.org/PolicyOnline?key=977,BBB(LOCAL)-X,UPDATE 44,1/5/2023,"Election Date The general election of Board members shall be on the May uniform election date in an even-numbered year. Membership The Board shall consist of seven members. Method of Election Election of Board members shall be at large. Terms and Election Schedule Board members shall be elected for six-year terms, with elections conducted biennially, as follows: Places 1 and 2 The election for places 1 and 2 shall be held in 2024, 2030, 2036, and in six-year intervals thereafter. Places 4 and 5 The election for places 4 and 5 shall be held in 2026, 2032, 2038, and in six-year intervals thereafter. Places 3, 6, and 7 The election for places 3, 6, and 7 shall be held in 2028, 2034, 2040, and in six-year intervals thereafter.",at_large,ok
tasb,981,003664,Weatherford College,https://pol.tasb.org/PolicyOnline?key=981,BBB(LOCAL)-X,UPDATE 44,11/22/2022,"Election Date The general election of Board members shall be on the May uniform election date in an odd-numbered year. Membership The Board shall consist of eight members. Method of Election Election of Board members shall be at large. Terms and Election Schedule Board members shall be elected for six-year terms, with elections conducted biennially, as follows: Places 4, 6, and 7 The election for places 4, 6, and 7 shall be held in 2023, 2029, 2035, and in six-year intervals thereafter. Places 1 and 2 The election for places 1 and 2 shall be held in 2025, 2031, 2037, and in six-year intervals thereafter. Places 3 and 5 The election for places 3 and 5 shall be held in 2027, 2033, 2039, and in six-year intervals thereafter. Place 8 Place 8 is appointed every two years by Wise County Commissioners.",at_large,ok
tasb,1003,003540,Amarillo College,https://pol.tasb.org/PolicyOnline?key=1003,BBB(LOCAL)-X,LDU 2022.01,2/6/2023,Election Dates The election of Board members shall be on the first Saturday of May in every odd year. Membership The Board shall consist of nine members. Method of Election Board members shall be elected at large.,at_large,ok
tasb,1062,009549,Western Texas College,https://pol.tasb.org/PolicyOnline?key=1062,BBB(LOCAL)-X,UPDATE 44,1/5/2023,"Election Date The general election of Board members shall be on the May uniform election date in an even-numbered year. Membership The Board shall consist of seven members. Method of Election Election of Board members shall be at large. Terms and Election Schedule Board members shall be elected for six-year terms, with elections conducted biennially, as follows: Place 7 The election for place 7 shall be held in 2024, 2030, 2036, and in six-year intervals thereafter. Places 1, 2, and 6 The election for places 1, 2, and 6 shall be held in 2026, 2032, 2038, and in six-year intervals thereafter. Places 3, 4, and 5 The election for places 3, 4, and 5 shall be held in 2028, 2034, 2040, and in six-year intervals thereafter.",at_large,ok
tasb,1076,003648,Tyler Junior College,https://pol.tasb.org/PolicyOnline?key=1076,BBB(LOCAL)-X,UPDATE 44,1/5/2023,"Election Date The general election of Board members shall be on the May uniform election date in an even-numbered year. Membership The Board shall consist of nine members. Method of Election Election of Board members shall be at large. Terms and Election Schedule Board members shall be elected for six-year terms, with elections conducted biennially, as follows: Places 4, 5, and 6 The election for places 4, 5, and 6 shall be held in 2024, 2030, 2036, and in six-year intervals thereafter. Places 7, 8, and 9 The election for places 7, 8, and 9 shall be held in 2026, 2032, 2038, and in six-year intervals thereafter. Places 1, 2, and 3 The election for places 1, 2, and 3 shall be held in 2028, 2034, 2040, and in six-year intervals thereafter.",at_large,ok
tasb,1097,003626,Tarrant County College District,https://pol.tasb.org/PolicyOnline?key=1097,BBB(LOCAL)-X,UPDATE 44,12/13/2022,"Election Date The general election of Board members shall be on the May uniform election date in an odd-numbered year. Membership The Board shall consist of seven members. Method of Election Election of Board members shall be by single-member districts. Terms and Election Schedule Board members shall be elected by single-member districts for six-year terms, with elections conducted biennially, as follows: Districts 4 and 5 The election for single-member district numbers 4 and 5 shall be held in 2023, 2029, 2035, and in six-year intervals thereafter. Districts 6 and 7 The election for single-member district numbers 6 and 7 shall be held in 2025, 2031, 2037, and in six-year intervals thereafter. Districts 1, 2, and 3 The election for single-member district numbers 1, 2, and 3 shall be held in 2027, 2033, 2039, and in six-year intervals thereafter.",single_member_district,ok
tasb,1132,023154,Northeast Texas Community College,https://pol.tasb.org/PolicyOnline?key=1132,BBB(LOCAL)-X,UPDATE 44,1/5/2023,"Election Date The general election of Board members shall be on the May uniform election date in an even-numbered year. Membership The Board shall consist of seven members. Method of Election Election of Board members shall be at large. Terms and Election Schedule Board members shall be elected for six-year terms, with elections conducted biennially, as follows: Places 4 and 7 The election for places 4 and 7 shall be held in 2024, 2030, 2036, and in six-year intervals thereafter. Places 2, 3, and 6 The election for places 2, 3, and 6 shall be held in 2026, 2032, 2038, and in six-year intervals thereafter. Places 1 and 5 The election for places 1 and 5 shall be held in 2028, 2034, 2040, and in six-year intervals thereafter.",at_large,ok
tasb,1145,012015,Austin Community College,https://pol.tasb.org/PolicyOnline?key=1145,BBB(LOCAL)-X,UPDATE 44,12/6/2022,"Election Date The general election of Board members shall be on the November uniform election date in an even-numbered year. Membership The Board shall consist of nine members. Method of Election Election of Board members shall be at large. Terms and Election Schedule Board members shall be elected for six-year terms, with elections conducted biennially, as follows: Places 7, 8, and 9 The election for places 7, 8, and 9 shall be held in 2024, 2030, 2036, and in six-year intervals thereafter. Places 1, 2, and 3 The election for places 1, 2, and 3 shall be held in 2026, 2032, 2038, and in six-year intervals thereafter. Places 4, 5, and 6 The election for places 4, 5, and 6 shall be held in 2028, 2034, 2040, and in six-year intervals thereafter.",at_large,ok
tasb,1174,003614,Southwest Texas College,https://pol.tasb.org/PolicyOnline?key=1174,BBB(LOCAL)-X,UPDATE 44,12/14/2022,"Election Date The general election of Board members shall be on the May uniform election date in an even-numbered year. Membership The Board shall consist of seven members. Method of Election Election of Board members shall be at large. Terms and Election Schedule Board members shall be elected for six-year terms, with elections conducted biennially, as follows: Places 1, 2, and 3 The election for places 1, 2, and 3 shall be held in 2024, 2030, 2036, and in six-year intervals thereafter. Places 4 and 5 The election for places 4 and 5 shall be held in 2026, 2032, 2038, and in six-year intervals thereafter. Places 6 and 7 The election for places 6 and 7 shall be held in 2028, 2034, 2040, and in six-year intervals thereafter.",at_large,ok
