ccd_slug,post_id,trustee_name,role,seat,source_title,source_url,retrieved
panola,panola-tx-ccd/trustee,Mark Roberson,Trustee,,Panola College Board of Trustees page,https://www.panola.edu/about/board-trustees,2026-09-02
panola,panola-tx-ccd/trustee,Joshua Carter,Trustee,,Panola College Board of Trustees page,https://www.panola.edu/about/board-trustees,2026-09-02
ranger,ranger-tx-ccd/trustee,Jackie Stephens,Chair,,Ranger College Board of Regents page,https://www.rangercollege.edu/about-us/board-of-regents/index.php,2026-09-02
ranger,ranger-tx-ccd/trustee,Shawn Wells,Vice Chair,,Ranger College Board of Regents page,https://www.rangercollege.edu/about-us/board-of-regents/index.php,2026-09-02
ranger,ranger-tx-ccd/trustee,Vanna Dains,Secretary,,Ranger College Board of Regents page,https://www.rangercollege.edu/about-us/board-of-regents/index.php,2026-09-02
ranger,ranger-tx-ccd/trustee,Gay Ann Wolford,Trustee,,Ranger College Board of Regents page,https://www.rangercollege.edu/about-us/board-of-regents/index.php,2026-09-02
ranger,ranger-tx-ccd/trustee,Della Carey,Trustee,,Ranger College Board of Regents page,https://www.rangercollege.edu/about-us/board-of-regents/index.php,2026-09-02
ranger,ranger-tx-ccd/trustee,Doug Crawley,Trustee,,Ranger College Board of Regents page,https://www.rangercollege.edu/about-us/board-of-regents/index.php,2026-09-02
ranger,ranger-tx-ccd/trustee,Sandi Herod,Trustee,,Ranger College Board of Regents page,https://www.rangercollege.edu/about-us/board-of-regents/index.php,2026-09-02
ranger,ranger-tx-ccd/trustee,Jim Cockburn,Trustee,,Ranger College Board of Regents page,https://www.rangercollege.edu/about-us/board-of-regents/index.php,2026-09-02
ranger,ranger-tx-ccd/trustee,Robin Russell,Trustee,,Ranger College Board of Regents page,https://www.rangercollege.edu/about-us/board-of-regents/index.php,2026-09-02
san-jacinto,san-jacinto-tx-ccd/trustee,Dan Mims,Chair,Position 6,San Jacinto College Board of Trustees page,https://www.sanjac.edu/about/board-trustees/,2026-09-02
san-jacinto,san-jacinto-tx-ccd/trustee,Dr. Michelle Cantu-Wilson,Vice Chair,Position 2,San Jacinto College Board of Trustees page,https://www.sanjac.edu/about/board-trustees/,2026-09-02
san-jacinto,san-jacinto-tx-ccd/trustee,Keith Sinor,Secretary,Position 7,San Jacinto College Board of Trustees page,https://www.sanjac.edu/about/board-trustees/,2026-09-02
san-jacinto,san-jacinto-tx-ccd/trustee,Erica Davis Rouse,Assistant Secretary,Position 1,San Jacinto College Board of Trustees page,https://www.sanjac.edu/about/board-trustees/,2026-09-02
san-jacinto,san-jacinto-tx-ccd/trustee,Judy Harrison,Trustee,Position 3,San Jacinto College Board of Trustees page,https://www.sanjac.edu/about/board-trustees/,2026-09-02
san-jacinto,san-jacinto-tx-ccd/trustee,Larry Wilson,Trustee,Position 4,San Jacinto College Board of Trustees page,https://www.sanjac.edu/about/board-trustees/,2026-09-02
san-jacinto,san-jacinto-tx-ccd/trustee,Chad Burke,Trustee,Position 5,San Jacinto College Board of Trustees page,https://www.sanjac.edu/about/board-trustees/,2026-09-02
south-plains,south-plains-tx-ccd/trustee,Mike Box,Chairman,Position 3,South Plains College Board of Regents page,https://www.southplainscollege.edu/about/board_of_regents/boardofregents.php,2026-09-02
south-plains,south-plains-tx-ccd/trustee,Ronny Alexander,Vice Chairman,Position 4,South Plains College Board of Regents page,https://www.southplainscollege.edu/about/board_of_regents/boardofregents.php,2026-09-02
south-plains,south-plains-tx-ccd/trustee,Richard Ellis,Secretary,Position 7,South Plains College Board of Regents page,https://www.southplainscollege.edu/about/board_of_regents/boardofregents.php,2026-09-02
south-plains,south-plains-tx-ccd/trustee,Jim Mara,Trustee,Position 1,South Plains College Board of Regents page,https://www.southplainscollege.edu/about/board_of_regents/boardofregents.php,2026-09-02
south-plains,south-plains-tx-ccd/trustee,Joe Tubb,Trustee,Position 6,South Plains College Board of Regents page,https://www.southplainscollege.edu/about/board_of_regents/boardofregents.php,2026-09-02
south-plains,south-plains-tx-ccd/trustee,Chris Edens,Trustee,Position 5,South Plains College Board of Regents page,https://www.southplainscollege.edu/about/board_of_regents/boardofregents.php,2026-09-02
south-plains,south-plains-tx-ccd/trustee,Pete Stracener,Trustee,Position 2,South Plains College Board of Regents page,https://www.southplainscollege.edu/about/board_of_regents/boardofregents.php,2026-09-02
lone-star,lone-star-tx-ccd/trustee-district-8,Mike Sullivan,Chair,,Lone Star College System Board of Trustees page,https://www.lonestar.edu/trustees.htm,2026-09-02
lone-star,lone-star-tx-ccd/trustee-district-6,Myriam Saldivar,Vice Chair,,Lone Star College System Board of Trustees page,https://www.lonestar.edu/trustees.htm,2026-09-02
lone-star,lone-star-tx-ccd/trustee-district-3,Iesheia Wilson,Secretary,,Lone Star College System Board of Trustees page,https://www.lonestar.edu/trustees.htm,2026-09-02
lone-star,lone-star-tx-ccd/trustee-district-7,Rebecca Broussard,Assistant Secretary,,Lone Star College System Board of Trustees page,https://www.lonestar.edu/trustees.htm,2026-09-02
lone-star,lone-star-tx-ccd/trustee-district-1,Michael Stoma,Trustee,,Lone Star College System Board of Trustees page,https://www.lonestar.edu/trustees.htm,2026-09-02
lone-star,lone-star-tx-ccd/trustee-district-2,Daniel Meza,Trustee,,Lone Star College System Board of Trustees page,https://www.lonestar.edu/trustees.htm,2026-09-02
lone-star,lone-star-tx-ccd/trustee-district-4,Art Murillo,Trustee,,Lone Star College System Board of Trustees page,https://www.lonestar.edu/trustees.htm,2026-09-02
lone-star,lone-star-tx-ccd/trustee-district-5,David A. Vogt,Trustee,,Lone Star College System Board of Trustees page,https://www.lonestar.edu/trustees.htm,2026-09-02
lone-star,lone-star-tx-ccd/trustee-district-9,Jim Cain Ed.D.,Trustee,,Lone Star College System Board of Trustees page,https://www.lonestar.edu/trustees.htm,2026-09-02
mclennan,mclennan-tx-ccd/trustee-district-1,Jonathan Hill,Trustee,,MCC Board of Trustees individual profile page,https://www.mclennan.edu/board-of-trustees/jonathan-hill.html,2026-09-02
mclennan,mclennan-tx-ccd/trustee-district-2,Earl Stinnett Sr.,Board Chair,,MCC Board of Trustees individual profile page,https://www.mclennan.edu/board-of-trustees/earl-stinnett.html,2026-09-02
mclennan,mclennan-tx-ccd/trustee-district-3,Ilda Sabido,Trustee,,MCC Board of Trustees individual profile page,https://www.mclennan.edu/board-of-trustees/ilda-sabido.html,2026-09-02
mclennan,mclennan-tx-ccd/trustee-district-4,Ricky Turman,Vice Chair,,MCC Board of Trustees individual profile page,https://www.mclennan.edu/board-of-trustees/ricky-turman.html,2026-09-02
mclennan,mclennan-tx-ccd/trustee-district-5,Elizabeth Palacios,Secretary,,MCC Board of Trustees individual profile page,https://www.mclennan.edu/board-of-trustees/Elizabeth-Palacios.html,2026-09-02
mclennan,mclennan-tx-ccd/trustee-district-6,K. Paul Holt,Trustee,,MCC Board of Trustees individual profile page,https://www.mclennan.edu/board-of-trustees/k-paul-holt.html,2026-09-02
mclennan,mclennan-tx-ccd/trustee-district-7,Dennis Clark,Trustee,,MCC Board of Trustees individual profile page,https://www.mclennan.edu/board-of-trustees/dennis-clark.html,2026-09-02
navarro,navarro-tx-ccd/trustee-district-1,Phil Judson,Chairman,,Navarro College Board of Trustees page,https://www.navarrocollege.edu/trustees/index.html,2026-09-02
navarro,navarro-tx-ccd/trustee-district-2,Faith D. Boyd,Secretary/Treasurer,,Navarro College Board of Trustees page,https://www.navarrocollege.edu/trustees/index.html,2026-09-02
navarro,navarro-tx-ccd/trustee-district-3,Loran Seely,Trustee,,Navarro College Board of Trustees page,https://www.navarrocollege.edu/trustees/index.html,2026-09-02
navarro,navarro-tx-ccd/trustee-district-4,Richard L. Aldama,Vice Chairman,,Navarro College Board of Trustees page,https://www.navarrocollege.edu/trustees/index.html,2026-09-02
navarro,navarro-tx-ccd/trustee-at-large,John Paul Ross,Trustee,District 5 (At Large),Navarro College Board of Trustees page,https://www.navarrocollege.edu/trustees/index.html,2026-09-02
navarro,navarro-tx-ccd/trustee-at-large,A.L. Atkeisson,Trustee,District 6 (At Large),Navarro College Board of Trustees page,https://www.navarrocollege.edu/trustees/index.html,2026-09-02
navarro,navarro-tx-ccd/trustee-at-large,K.C. Wyatt,Trustee,District 7 (At Large),Navarro College Board of Trustees page,https://www.navarrocollege.edu/trustees/index.html,2026-09-02
odessa,odessa-tx-ccd/trustee-district-1,Bruce Shearer,Trustee,,Odessa College Board of Trustees page,https://www.odessa.edu/about/board-of-trustees.html,2026-09-02
odessa,odessa-tx-ccd/trustee-district-2,Hortencia Del Bosque,Trustee,,Odessa College Board of Trustees page,https://www.odessa.edu/about/board-of-trustees.html,2026-09-02
odessa,odessa-tx-ccd/trustee-district-3,Trudy Lewis,Secretary,,Odessa College Board of Trustees page,https://www.odessa.edu/about/board-of-trustees.html,2026-09-02
odessa,odessa-tx-ccd/trustee-district-4,Randy Wilson,Trustee,,Odessa College Board of Trustees page,https://www.odessa.edu/about/board-of-trustees.html,2026-09-02
odessa,odessa-tx-ccd/trustee-district-5,Tom Byford,Trustee,,Odessa College Board of Trustees page,https://www.odessa.edu/about/board-of-trustees.html,2026-09-02
odessa,odessa-tx-ccd/trustee-district-6,Montie Garner,Trustee,,Odessa College Board of Trustees page,https://www.odessa.edu/about/board-of-trustees.html,2026-09-02
odessa,odessa-tx-ccd/trustee-district-7,Gary S. Johnson,Chair,,Odessa College Board of Trustees page,https://www.odessa.edu/about/board-of-trustees.html,2026-09-02
odessa,odessa-tx-ccd/trustee-at-large,Dr. Tara Deaver,Vice Chair,Place 8,Odessa College Board of Trustees page,https://www.odessa.edu/about/board-of-trustees.html,2026-09-02
odessa,odessa-tx-ccd/trustee-at-large,Laci Harris,Trustee,Place 9,Odessa College Board of Trustees page,https://www.odessa.edu/about/board-of-trustees.html,2026-09-02
