municipality,office_id,seat,person_name,current_status,source_url,retrieved_on,notes
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 3 Seat 8,Constance Ellen Melahoures,verified-current,https://onboard.plymouth-ma.gov/board/6669,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 3 Seat 9,Ann Pizer,verified-current,https://onboard.plymouth-ma.gov/board/6669,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 4 Seat 1,Charles E. Vautrain III,verified-current,https://onboard.plymouth-ma.gov/board/6670,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 4 Seat 2,Alan Costa,verified-current,https://onboard.plymouth-ma.gov/board/6670,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 4 Seat 3,Virginia E. Davis,verified-current,https://onboard.plymouth-ma.gov/board/6670,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 4 Seat 4,Clare Ann Montanari,verified-current,https://onboard.plymouth-ma.gov/board/6670,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 4 Seat 5,Kathleen C. Dunn,verified-current,https://onboard.plymouth-ma.gov/board/6670,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 4 Seat 6,Jad Osmanski,verified-current,https://onboard.plymouth-ma.gov/board/6670,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 4 Seat 7,David B. Peck,verified-current,https://onboard.plymouth-ma.gov/board/6670,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 4 Seat 8,Aminta Seery,verified-current,https://onboard.plymouth-ma.gov/board/6670,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 4 Seat 9,Robert J. Shaw,verified-current,https://onboard.plymouth-ma.gov/board/6670,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 5 Seat 1,Michael Joseph Leary,verified-current,https://onboard.plymouth-ma.gov/board/6671,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 5 Seat 2,Paul R. Anderson,verified-current,https://onboard.plymouth-ma.gov/board/6671,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 5 Seat 3,Steve Bryant,verified-current,https://onboard.plymouth-ma.gov/board/6671,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 5 Seat 4,Lindsay Bascom,verified-current,https://onboard.plymouth-ma.gov/board/6671,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 5 Seat 5,Charlie Bletzer,verified-current,https://onboard.plymouth-ma.gov/board/6671,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 5 Seat 6,Michael R Levenson,verified-current,https://onboard.plymouth-ma.gov/board/6671,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 5 Seat 7,Kevin F. Lynch,verified-current,https://onboard.plymouth-ma.gov/board/6671,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 5 Seat 8,Michael Francis Malone,verified-current,https://onboard.plymouth-ma.gov/board/6671,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 5 Seat 9,Scott Daniel Stephenson,verified-current,https://onboard.plymouth-ma.gov/board/6671,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 6 Seat 1,Roberta Lynn Cappella,verified-current,https://onboard.plymouth-ma.gov/board/6672,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 6 Seat 2,Anthony Mayo,verified-current,https://onboard.plymouth-ma.gov/board/6672,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 6 Seat 3,Kelsey Malone,verified-current,https://onboard.plymouth-ma.gov/board/6672,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 6 Seat 4,Colleen Ann Coughlin,verified-current,https://onboard.plymouth-ma.gov/board/6672,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 6 Seat 5,Robert B. Freeland,verified-current,https://onboard.plymouth-ma.gov/board/6672,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 6 Seat 6,Peter B. Gellar Jr.,verified-current,https://onboard.plymouth-ma.gov/board/6672,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 6 Seat 7,Debra Ann Leavitt,verified-current,https://onboard.plymouth-ma.gov/board/6672,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 6 Seat 8,Thomas Kelley,verified-current,https://onboard.plymouth-ma.gov/board/6672,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 6 Seat 9,Paul J. McGee,verified-current,https://onboard.plymouth-ma.gov/board/6672,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 7 Seat 1,Beth Gragg,verified-current,https://onboard.plymouth-ma.gov/board/6673,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 7 Seat 2,Jacqueline J.L. Perkins,verified-current,https://onboard.plymouth-ma.gov/board/6673,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 7 Seat 3,Kendra O'Brien,verified-current,https://onboard.plymouth-ma.gov/board/6673,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 7 Seat 4,Stephanie Eberhart,verified-current,https://onboard.plymouth-ma.gov/board/6673,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 7 Seat 5,Marylyn Anna Colburn,verified-current,https://onboard.plymouth-ma.gov/board/6673,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 7 Seat 6,Lisa O'Brien,verified-current,https://onboard.plymouth-ma.gov/board/6673,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 7 Seat 7,Virginia Johnson,verified-current,https://onboard.plymouth-ma.gov/board/6673,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 7 Seat 8,Susan E. Page,verified-current,https://onboard.plymouth-ma.gov/board/6673,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 7 Seat 9,Ida K. Parker,verified-current,https://onboard.plymouth-ma.gov/board/6673,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 8 Seat 1,Herbert G. McKay,verified-current,https://onboard.plymouth-ma.gov/board/6674,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 8 Seat 2,Donald Robert Williams,verified-current,https://onboard.plymouth-ma.gov/board/6674,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 8 Seat 3,Lauren P. Melillo,verified-current,https://onboard.plymouth-ma.gov/board/6674,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 8 Seat 4,Sybil M. Holland,verified-current,https://onboard.plymouth-ma.gov/board/6674,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 8 Seat 5,Karen Macdonald,verified-current,https://onboard.plymouth-ma.gov/board/6674,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 8 Seat 6,Jeannette E. McKay,verified-current,https://onboard.plymouth-ma.gov/board/6674,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 8 Seat 7,Teresa Marie McKenna,verified-current,https://onboard.plymouth-ma.gov/board/6674,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 8 Seat 8,Mary Tincher,verified-current,https://onboard.plymouth-ma.gov/board/6674,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 8 Seat 9,Geraldine L. Williams,verified-current,https://onboard.plymouth-ma.gov/board/6674,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 9 Seat 1,Brian Harrington,verified-current,https://onboard.plymouth-ma.gov/board/6675,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 9 Seat 2,Michelle-Anne Irmen Christensen,verified-current,https://onboard.plymouth-ma.gov/board/6675,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 9 Seat 3,Jason D. Platt,verified-current,https://onboard.plymouth-ma.gov/board/6675,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 9 Seat 4,Regina Marie Baker,verified-current,https://onboard.plymouth-ma.gov/board/6675,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 9 Seat 5,Kathryn M. Holmes,verified-current,https://onboard.plymouth-ma.gov/board/6675,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 9 Seat 6,Ramona Krogman,verified-current,https://onboard.plymouth-ma.gov/board/6675,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 9 Seat 7,Kevin Mills,verified-current,https://onboard.plymouth-ma.gov/board/6675,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 9 Seat 8,Andrea J. Nedley,verified-current,https://onboard.plymouth-ma.gov/board/6675,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 9 Seat 9,James John Reed,verified-current,https://onboard.plymouth-ma.gov/board/6675,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 10 Seat 1,Alan Michael Costello,verified-current,https://onboard.plymouth-ma.gov/board/6676,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 10 Seat 2,Joel Coffin,verified-current,https://onboard.plymouth-ma.gov/board/6676,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 10 Seat 3,Brian Andrew Fitzgerald,verified-current,https://onboard.plymouth-ma.gov/board/6676,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 10 Seat 4,Brendan S. Brady,verified-current,https://onboard.plymouth-ma.gov/board/6676,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 10 Seat 5,Linda Jones,verified-current,https://onboard.plymouth-ma.gov/board/6676,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 10 Seat 6,Frank Feger,verified-current,https://onboard.plymouth-ma.gov/board/6676,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 10 Seat 7,Arthur Ceurvels,verified-current,https://onboard.plymouth-ma.gov/board/6676,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 10 Seat 8,Mark T. Maslowski,verified-current,https://onboard.plymouth-ma.gov/board/6676,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 10 Seat 9,Robert D. Trostel,verified-current,https://onboard.plymouth-ma.gov/board/6676,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 11 Seat 1,Christopher Lewis Merrill,verified-current,https://onboard.plymouth-ma.gov/board/6679,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 11 Seat 2,Justin C Fosdick,verified-current,https://onboard.plymouth-ma.gov/board/6679,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 11 Seat 3,Michelle L. Arnold,verified-current,https://onboard.plymouth-ma.gov/board/6679,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 11 Seat 4,Ron Clarke,verified-current,https://onboard.plymouth-ma.gov/board/6679,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 11 Seat 5,Jeffrey Fosdick,verified-current,https://onboard.plymouth-ma.gov/board/6679,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 11 Seat 6,Ken Kessel,verified-current,https://onboard.plymouth-ma.gov/board/6679,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 11 Seat 7,Nicole Dimaria Miller,verified-current,https://onboard.plymouth-ma.gov/board/6679,2026-08-25,Temporary one-year appointment filling an elected Town Meeting seat.
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 11 Seat 8,Lisa Murray,verified-current,https://onboard.plymouth-ma.gov/board/6679,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 11 Seat 9,Anne-Marie Ross,verified-current,https://onboard.plymouth-ma.gov/board/6679,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 12 Seat 1,Patricia N. Adelmann,verified-current,https://onboard.plymouth-ma.gov/board/6680,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 12 Seat 2,Terese Ann Brennan,verified-current,https://onboard.plymouth-ma.gov/board/6680,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 12 Seat 3,Daniel Bell,verified-current,https://onboard.plymouth-ma.gov/board/6680,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 12 Seat 4,Anthony Albert Lagrutta,verified-current,https://onboard.plymouth-ma.gov/board/6680,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 12 Seat 5,Thomas A. Farmer,verified-current,https://onboard.plymouth-ma.gov/board/6680,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 12 Seat 6,Amy Little Heine,verified-current,https://onboard.plymouth-ma.gov/board/6680,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 12 Seat 7,John J. Sanguinet,verified-current,https://onboard.plymouth-ma.gov/board/6680,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 12 Seat 8,Lawrence A. Whalen,verified-current,https://onboard.plymouth-ma.gov/board/6680,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 12 Seat 9,Christopher W Ayers,verified-current,https://onboard.plymouth-ma.gov/board/6680,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 13 Seat 1,Jennifer C. Harris,verified-current,https://onboard.plymouth-ma.gov/board/6681,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 13 Seat 2,"Paul Franklin Blanchard, RA, NCARB",verified-current,https://onboard.plymouth-ma.gov/board/6681,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 13 Seat 3,Guy R. Roy,verified-current,https://onboard.plymouth-ma.gov/board/6681,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 13 Seat 4,Elaine M. Allegrini,verified-current,https://onboard.plymouth-ma.gov/board/6681,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 13 Seat 5,Jeffrey S. DeLappe,verified-current,https://onboard.plymouth-ma.gov/board/6681,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 13 Seat 6,Elyse Glynn,verified-current,https://onboard.plymouth-ma.gov/board/6681,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 13 Seat 7,Al McChesney,verified-current,https://onboard.plymouth-ma.gov/board/6681,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 13 Seat 8,Ronald A. Reilly,verified-current,https://onboard.plymouth-ma.gov/board/6681,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 13 Seat 9,Susan Marie Wentworth,verified-current,https://onboard.plymouth-ma.gov/board/6681,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 14 Seat 1,Jeanette Kelly,verified-current,https://onboard.plymouth-ma.gov/board/6682,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 14 Seat 2,Paul R. Reissfelder Jr.,verified-current,https://onboard.plymouth-ma.gov/board/6682,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 14 Seat 3,Nathan R. Segal,verified-current,https://onboard.plymouth-ma.gov/board/6682,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 14 Seat 4,Therese F. Blackwell,verified-current,https://onboard.plymouth-ma.gov/board/6682,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 14 Seat 5,Michael Hertz,verified-current,https://onboard.plymouth-ma.gov/board/6682,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 14 Seat 6,Kristopher M. Houle,verified-current,https://onboard.plymouth-ma.gov/board/6682,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 14 Seat 7,Karen M. Keane,verified-current,https://onboard.plymouth-ma.gov/board/6682,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 14 Seat 8,Timothy J. Shobbrook,verified-current,https://onboard.plymouth-ma.gov/board/6682,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 14 Seat 9,Carmelina G. Stearns,verified-current,https://onboard.plymouth-ma.gov/board/6682,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 15 Seat 1,Arthur T. Desloges,verified-current,https://onboard.plymouth-ma.gov/board/6683,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 15 Seat 2,Susan Nora Grady,verified-current,https://onboard.plymouth-ma.gov/board/6683,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 15 Seat 3,Patricia C. Dysart,verified-current,https://onboard.plymouth-ma.gov/board/6683,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 15 Seat 4,Jan Dempsey,verified-current,https://onboard.plymouth-ma.gov/board/6683,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 15 Seat 5,Michael Jeremiah Hanlon III,verified-current,https://onboard.plymouth-ma.gov/board/6683,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 15 Seat 6,Joseph Marino,verified-current,https://onboard.plymouth-ma.gov/board/6683,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 15 Seat 7,Arthur Schiff,verified-current,https://onboard.plymouth-ma.gov/board/6683,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 15 Seat 8,Michael Little Withington,verified-current,https://onboard.plymouth-ma.gov/board/6683,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 15 Seat 9,W. Wrestling Brewster,verified-current,https://onboard.plymouth-ma.gov/board/6683,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 16 Seat 1,Lawrence H. Delafield,verified-current,https://onboard.plymouth-ma.gov/board/6684,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 16 Seat 2,"Kenneth Stone, Ed.D.",verified-current,https://onboard.plymouth-ma.gov/board/6684,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 16 Seat 3,Ethan Warren,verified-current,https://onboard.plymouth-ma.gov/board/6684,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 16 Seat 4,William S. Abbott,verified-current,https://onboard.plymouth-ma.gov/board/6684,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 16 Seat 5,Nancy P. Barbour,verified-current,https://onboard.plymouth-ma.gov/board/6684,2026-08-25,
Plymouth,plymouth-ma/representative-town-meeting-member,Precinct 16 Seat 6,Bruce Howard,verified-current,https://onboard.plymouth-ma.gov/board/6684,2026-08-25,
